,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,cohort,age,Segment,ResponseTxt,BiggerPurchases
427,8746,1989,Graduation,Married,75433.0,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0,2014-04-01,25,Wines,Nao aceito,NumStorePurchases
428,5987,1989,2n Cycle,Together,10404.0,1,0,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,2014-05-01,25,GoldProds,Nao aceito,NumWebVisitsMonth
429,3767,1968,Graduation,Married,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,2013-04-01,45,Wines,Nao aceito,NumStorePurchases
430,3725,1961,PhD,Single,84865.0,0,0,2013-05-09,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,2013-05-01,52,Wines,Aceito,NumStorePurchases
431,4324,1989,Graduation,Married,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,2012-10-01,23,Wines,Nao aceito,NumWebPurchases
432,238,1967,2n Cycle,Together,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,2013-01-01,46,Wines,Nao aceito,NumDealsPurchases
433,6694,1964,Graduation,Married,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,2013-11-01,49,Wines,Nao aceito,NumStorePurchases
434,498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,2014-02-01,44,Wines,Nao aceito,NumWebVisitsMonth
435,9347,1956,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2013-06-01,57,Wines,Nao aceito,NumWebVisitsMonth
436,9699,1966,Graduation,Divorced,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,2013-12-01,47,Wines,Nao aceito,NumStorePurchases
437,10664,1949,Master,Widow,51529.0,0,1,2013-09-07,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,2013-09-01,64,Wines,Nao aceito,NumWebPurchases
438,5455,1971,PhD,Married,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,2013-08-01,42,Wines,Nao aceito,NumWebVisitsMonth
439,456,1986,2n Cycle,Married,7500.0,1,0,2013-02-07,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,2013-02-01,27,Fruits,Nao aceito,NumWebVisitsMonth
440,5012,1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2013-07-01,24,MeatProducts,Nao aceito,NumWebVisitsMonth
441,7495,1948,PhD,Married,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,2013-12-01,65,Wines,Nao aceito,NumStorePurchases
442,5029,1946,Graduation,Married,18100.0,0,0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,2013-08-01,67,FishProducts,Nao aceito,NumWebVisitsMonth
443,10642,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2012-12-01,23,MeatProducts,Nao aceito,NumWebVisitsMonth
444,2106,1974,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2014-03-01,40,GoldProds,Nao aceito,NumWebVisitsMonth
445,10364,1959,Graduation,Divorced,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013-07-01,54,SweetProducts,Nao aceito,NumWebVisitsMonth
446,5954,1972,Master,Divorced,42618.0,1,0,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,2013-10-01,41,Wines,Nao aceito,NumWebVisitsMonth
447,1137,1964,Graduation,Single,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,2013-12-01,49,MeatProducts,Nao aceito,NumStorePurchases
448,2541,1976,Graduation,Married,24027.0,1,0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,2013-06-01,37,Wines,Nao aceito,NumWebVisitsMonth
449,1142,1953,PhD,Married,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,2013-12-01,60,Wines,Nao aceito,NumStorePurchases
450,2276,1955,Graduation,Single,57959.0,0,1,2013-05-02,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,2013-05-01,58,Wines,Nao aceito,NumStorePurchases
451,2807,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,2013-02-01,44,Wines,Nao aceito,NumCatalogPurchases
452,6471,1971,Master,Single,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,2013-10-01,42,MeatProducts,Nao aceito,NumWebVisitsMonth
453,6131,1980,2n Cycle,Married,70829.0,1,1,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,2013-12-01,33,Wines,Nao aceito,NumStorePurchases
454,6233,1976,Graduation,Married,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,2012-09-01,36,Wines,Nao aceito,NumStorePurchases
455,4148,1972,Graduation,Married,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,2012-08-01,40,Wines,Nao aceito,NumWebVisitsMonth
456,4947,1966,2n Cycle,Single,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,2012-09-01,46,MeatProducts,Aceito,NumStorePurchases
457,3225,1984,Master,Married,42207.0,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,2013-04-01,29,Wines,Aceito,NumWebVisitsMonth
458,7540,1952,Graduation,Married,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,2014-05-01,62,Wines,Nao aceito,NumStorePurchases
459,10648,1982,2n Cycle,Together,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,2012-09-01,30,MeatProducts,Nao aceito,NumCatalogPurchases
460,1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,2014-01-01,50,Wines,Aceito,NumStorePurchases
461,7851,1949,Graduation,Widow,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,2013-09-01,64,MeatProducts,Nao aceito,NumStorePurchases
462,8594,1958,PhD,Widow,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,2014-01-01,56,Wines,Nao aceito,NumWebVisitsMonth
463,7059,1963,Graduation,Married,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,2014-06-01,51,Wines,Nao aceito,NumStorePurchases
464,2815,1975,Graduation,Married,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,2014-02-01,39,MeatProducts,Nao aceito,NumWebVisitsMonth
465,2416,1969,PhD,Single,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,2014-03-01,45,Wines,Nao aceito,NumStorePurchases
466,7999,1955,PhD,Together,75261.0,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,2013-04-01,58,Wines,Aceito,NumCatalogPurchases
467,9213,1970,Graduation,Widow,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2012-10-01,42,MeatProducts,Nao aceito,NumWebVisitsMonth
468,9697,1951,Graduation,Married,53790.0,0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,2014-03-01,63,Wines,Nao aceito,NumStorePurchases
469,3916,1971,PhD,Together,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,2012-08-01,41,Wines,Nao aceito,NumStorePurchases
470,2021,1975,Graduation,Married,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,2013-03-01,38,Wines,Nao aceito,NumStorePurchases
471,1581,1980,Graduation,Married,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,2013-10-01,33,MeatProducts,Aceito,NumWebVisitsMonth
472,564,1981,PhD,Together,56937.0,1,0,2012-08-04,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,2012-08-01,31,Wines,Aceito,NumStorePurchases
473,6619,1978,Graduation,Married,38415.0,1,1,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2013-01-01,35,Wines,Nao aceito,NumWebVisitsMonth
474,9081,1988,Graduation,Single,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,2014-05-01,26,GoldProds,Nao aceito,NumWebVisitsMonth
475,178,1956,Graduation,Married,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,2013-02-01,57,Wines,Nao aceito,NumStorePurchases
476,916,1972,PhD,Single,41644.0,1,1,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,2014-05-01,42,Wines,Nao aceito,NumStorePurchases
477,5512,1977,Master,Married,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,2014-05-01,37,Wines,Nao aceito,NumStorePurchases
478,8970,1972,PhD,Married,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,2012-10-01,40,Wines,Nao aceito,NumStorePurchases
479,10581,1977,Graduation,Married,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,2012-10-01,35,Wines,Nao aceito,NumWebVisitsMonth
480,5300,1973,Master,Married,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,2013-12-01,40,GoldProds,Nao aceito,NumWebVisitsMonth
481,5154,1972,Master,Divorced,37760.0,1,0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2013-08-01,41,Wines,Nao aceito,NumWebVisitsMonth
482,8346,1974,Graduation,Single,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,2012-08-01,38,Wines,Aceito,NumWebVisitsMonth
483,1676,1975,Graduation,Married,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,2013-10-01,38,Wines,Nao aceito,NumStorePurchases
484,9286,1960,Master,Together,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,2012-10-01,52,Wines,Nao aceito,NumCatalogPurchases
485,2426,1964,PhD,Divorced,78825.0,0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,2012-09-01,48,Wines,Aceito,NumStorePurchases
486,5172,1976,Master,Together,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,2013-11-01,37,Wines,Nao aceito,NumStorePurchases
487,5562,1974,Graduation,Married,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,2013-06-01,39,Wines,Nao aceito,NumStorePurchases
488,3436,1969,Graduation,Married,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2014-01-01,45,Wines,Nao aceito,NumWebVisitsMonth
489,3921,1952,2n Cycle,Widow,28457.0,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,2012-10-01,60,MeatProducts,Nao aceito,NumWebVisitsMonth
490,3403,1958,PhD,Together,78952.0,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,2012-09-01,54,Wines,Nao aceito,NumStorePurchases
491,22,1976,Graduation,Divorced,46310.0,1,0,2012-12-03,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,2012-12-01,36,Wines,Nao aceito,NumWebVisitsMonth
492,10965,1955,Graduation,Together,76005.0,0,0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,2013-02-01,58,Wines,Nao aceito,NumStorePurchases
493,9426,1964,Master,Single,58308.0,0,1,2013-01-12,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,2013-01-01,49,Wines,Nao aceito,NumWebVisitsMonth
494,6605,1944,PhD,Divorced,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,2013-11-01,69,Wines,Nao aceito,NumWebPurchases
495,3136,1962,Master,Divorced,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,2013-04-01,51,Wines,Nao aceito,NumStorePurchases
496,8737,1978,Graduation,Divorced,55563.0,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,2014-04-01,36,Wines,Nao aceito,NumStorePurchases
497,11088,1971,PhD,Together,78642.0,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,2013-04-01,42,Wines,Nao aceito,NumCatalogPurchases
498,716,1949,PhD,Together,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,2014-05-01,65,Wines,Nao aceito,NumStorePurchases
499,466,1944,Graduation,Married,65275.0,0,0,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,2013-04-01,69,Wines,Nao aceito,NumStorePurchases
500,9135,1950,Graduation,Together,27203.0,1,1,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,2012-08-01,62,GoldProds,Nao aceito,NumWebVisitsMonth
501,10623,1961,Master,Together,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2013-11-01,52,Wines,Nao aceito,NumWebVisitsMonth
502,8151,1990,Basic,Married,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,2012-12-01,22,GoldProds,Nao aceito,NumWebVisitsMonth
503,5140,1985,PhD,Married,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,2012-08-01,27,Wines,Nao aceito,NumStorePurchases
504,10160,1956,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2013-06-01,57,Wines,Nao aceito,NumWebVisitsMonth
505,4945,1953,Graduation,Widow,53653.0,0,0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,2012-11-01,59,Wines,Nao aceito,NumStorePurchases
506,10584,1976,Graduation,Married,65665.0,0,1,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,2013-12-01,37,MeatProducts,Nao aceito,NumCatalogPurchases
507,6071,1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,2013-07-01,24,Wines,Nao aceito,NumStorePurchases
508,3386,1992,Graduation,Married,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,2013-06-01,21,MeatProducts,Nao aceito,NumWebVisitsMonth
509,8939,1959,Graduation,Divorced,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,2012-12-01,53,Wines,Nao aceito,NumStorePurchases
510,9925,1981,PhD,Together,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,2013-05-01,32,Wines,Nao aceito,NumWebVisitsMonth
511,4320,1979,Graduation,Single,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,2013-03-01,34,Wines,Nao aceito,NumStorePurchases
512,5389,1964,Graduation,Married,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,2013-10-01,49,Wines,Nao aceito,NumWebVisitsMonth
513,6036,1959,Master,Together,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,2014-03-01,55,Wines,Nao aceito,NumStorePurchases
514,182,1946,PhD,Together,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,2013-05-01,67,Wines,Nao aceito,NumWebVisitsMonth
515,203,1975,Master,Single,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,2013-04-01,38,Wines,Nao aceito,NumStorePurchases
516,11025,1961,Graduation,Married,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,2013-02-01,52,Wines,Nao aceito,NumWebVisitsMonth
517,10203,1990,Graduation,Single,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2013-06-01,23,Wines,Nao aceito,NumWebVisitsMonth
518,4607,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,2013-08-01,54,MeatProducts,Nao aceito,NumStorePurchases
519,3711,1944,Master,Married,80184.0,0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,2014-03-01,70,Wines,Nao aceito,NumStorePurchases
520,3696,1965,Graduation,Divorced,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2014-01-01,49,Wines,Nao aceito,NumWebVisitsMonth
521,2532,1987,Master,Single,73454.0,0,0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,2014-03-01,27,Wines,Nao aceito,NumStorePurchases
522,9214,1991,Graduation,Married,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,2013-08-01,22,Wines,Nao aceito,NumStorePurchases
523,4943,1953,Graduation,Married,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,2012-09-01,59,Wines,Nao aceito,NumStorePurchases
524,35,1987,Graduation,Married,25545.0,1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,2012-09-01,25,GoldProds,Aceito,NumWebVisitsMonth
525,2258,1986,Graduation,Married,32880.0,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2012-12-01,26,MeatProducts,Nao aceito,NumWebVisitsMonth
526,4322,1958,PhD,Together,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,2013-11-01,55,Wines,Nao aceito,NumStorePurchases
527,713,1977,Master,Married,50353.0,0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,2014-06-01,37,MeatProducts,Nao aceito,NumStorePurchases
528,4702,1964,Graduation,Single,61839.0,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,2012-08-01,48,Wines,Nao aceito,NumCatalogPurchases
529,3281,1960,PhD,Married,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,2013-11-01,53,Wines,Nao aceito,NumStorePurchases
530,702,1975,2n Cycle,Widow,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,2013-02-01,38,Wines,Nao aceito,NumStorePurchases
531,2004,1969,Graduation,Single,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,2013-09-01,44,Wines,Nao aceito,NumCatalogPurchases
532,4769,1977,Master,Together,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,2014-06-01,37,Wines,Nao aceito,NumWebPurchases
533,4437,1962,Graduation,Married,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,2013-04-01,51,Wines,Nao aceito,NumStorePurchases
534,8724,1982,Graduation,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2013-06-01,31,MeatProducts,Nao aceito,NumWebVisitsMonth
535,10741,1951,Master,Together,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,2013-04-01,62,Wines,Nao aceito,NumWebVisitsMonth
536,1991,1967,Graduation,Together,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,2014-01-01,47,Wines,Nao aceito,NumWebVisitsMonth
537,6931,1967,Graduation,Divorced,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,2014-02-01,47,Wines,Aceito,NumWebPurchases
538,11096,1952,2n Cycle,Together,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,2013-08-01,61,Wines,Nao aceito,NumStorePurchases
539,304,1981,Master,Single,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,2013-12-01,32,GoldProds,Nao aceito,NumWebVisitsMonth
540,3665,1977,2n Cycle,Together,25315.0,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,2013-11-01,36,GoldProds,Nao aceito,NumWebVisitsMonth
541,10591,1969,Graduation,Widow,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,2012-08-01,43,MeatProducts,Nao aceito,NumWebVisitsMonth
542,5036,1984,PhD,Single,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,2012-11-01,28,Wines,Nao aceito,NumWebVisitsMonth
543,5547,1982,PhD,Married,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,2013-08-01,31,Wines,Aceito,NumWebPurchases
544,7822,1976,Graduation,Together,54058.0,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,2013-06-01,37,MeatProducts,Nao aceito,NumStorePurchases
545,8541,1990,2n Cycle,Married,24683.0,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,2014-03-01,24,MeatProducts,Nao aceito,NumWebVisitsMonth
546,10955,1964,Graduation,Widow,85620.0,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,2014-01-01,50,MeatProducts,Aceito,NumCatalogPurchases
547,4368,1980,Graduation,Married,47850.0,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,2013-12-01,33,MeatProducts,Nao aceito,NumWebVisitsMonth
548,9671,1968,Graduation,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,2014-01-01,46,GoldProds,Aceito,NumWebVisitsMonth
549,2256,1973,Master,Married,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,2014-03-01,41,Wines,Nao aceito,NumWebVisitsMonth
550,4279,1963,2n Cycle,Single,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,2014-03-01,51,GoldProds,Nao aceito,NumStorePurchases
551,5371,1989,Graduation,Single,21474.0,1,0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,2014-04-01,25,GoldProds,Aceito,NumWebVisitsMonth
552,9240,1971,PhD,Single,60504.0,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,2014-02-01,43,Wines,Nao aceito,NumStorePurchases
553,9460,1963,Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,2013-04-01,50,MeatProducts,Nao aceito,NumWebVisitsMonth
554,9504,1949,Master,Married,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,2013-11-01,64,MeatProducts,Aceito,NumStorePurchases
555,8692,1952,Graduation,Together,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,2012-09-01,60,MeatProducts,Nao aceito,NumWebVisitsMonth
556,448,1978,PhD,Single,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,2013-03-01,35,Wines,Nao aceito,NumStorePurchases
557,8314,1982,Graduation,Married,79908.0,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,2013-04-01,31,MeatProducts,Nao aceito,NumStorePurchases
